ticker,date,current_price,previous_close,volume,market_cap,open_price,day_high,day_low
RELIANCE.NS,2024-04-03,2025.8238119948296,2031.2003088635413,2936247,16565793982,2012.948003896207,2113.185234183485,1969.5543124538226
RELIANCE.NS,2024-04-04,1949.5716160538861,2025.8238119948296,439234,97606046929,1995.6923756081687,1998.4793309369504,1938.2252816553475
RELIANCE.NS,2024-04-05,1973.2460897708825,1949.5716160538861,1765987,67595547214,1956.109367556753,1980.7175723480516,1950.1020934356084
RELIANCE.NS,2024-04-06,2074.4071124256734,1973.2460897708825,4693159,49720575843,2009.026748212853,2104.3693807507466,2006.0139890897567
RELIANCE.NS,2024-04-07,2025.462064770521,2074.4071124256734,1777298,93142004572,2067.6428820563906,2143.0502472532053,1982.1361925487724
RELIANCE.NS,2024-04-08,1996.4121081397243,2025.462064770521,102281,3706452254,2011.1453479303207,2030.74136025795,1935.2281417671131
RELIANCE.NS,2024-04-09,1946.569612933805,1996.4121081397243,3108027,7949817988,1965.4170914481683,1997.887476222898,1912.4044641476905
RELIANCE.NS,2024-04-10,1927.9698894333924,1946.569612933805,836257,37222769599,1936.3791452588478,1945.9770640710408,1919.0347067321477
RELIANCE.NS,2024-04-11,1938.328005682432,1927.9698894333924,2173453,12669749088,1934.8068581419666,1942.9587039424782,1922.7558820455913
RELIANCE.NS,2024-04-12,1981.6986223087736,1938.328005682432,3112515,17653227521,1968.7278291396747,1985.661642215353,1958.881238809911
RELIANCE.NS,2024-04-13,1882.7847295020288,1981.6986223087736,2101764,46698730478,1975.7495416368376,2053.730778527175,1879.3448076911106
RELIANCE.NS,2024-04-14,1915.070376315876,1882.7847295020288,1249788,58568748239,1900.1000961739685,1921.667286234646,1884.5629636655012
RELIANCE.NS,2024-04-15,1953.2016053299647,1915.070376315876,3784045,26127342757,1940.269230457155,1994.0016968732377,1861.2021193669966
RELIANCE.NS,2024-04-16,2009.2044693665755,1953.2016053299647,2614604,85344691795,1981.4680376848887,2018.0717636379816,1961.3180143267623
RELIANCE.NS,2024-04-17,1958.6507069984461,2009.2044693665755,151934,97470153815,2014.1558993626393,2096.730072724365,1921.0793341673964
RELIANCE.NS,2024-04-18,2009.2307340427335,1958.6507069984461,1793018,98334166195,1995.6245632531509,2093.5382254523784,1942.2402150650048
RELIANCE.NS,2024-04-19,2018.3775266135056,2009.2307340427335,1541447,50897497301,1994.9101211149882,2054.1381558476537,1994.5769001699098
RELIANCE.NS,2024-04-20,1981.8168290459166,2018.3775266135056,4233730,51422853174,1988.2224445025229,2042.7582563167775,1953.2842358974924
RELIANCE.NS,2024-04-21,2000.0849102720085,1981.8168290459166,4061317,2575755608,2010.4479491805525,2053.015953936387,1949.3678940381556
RELIANCE.NS,2024-04-22,2022.509836616566,2000.0849102720085,721997,67571307969,2035.7087849169177,2078.448190079628,2022.343857900627
RELIANCE.NS,2024-04-23,1985.7487302048696,2022.509836616566,4860618,46388529702,2021.7873312886684,2056.1891204273006,1973.578027907832
RELIANCE.NS,2024-04-24,1993.188382243855,1985.7487302048696,3014317,23444630279,1962.0979256362107,2055.580201836354,1959.1420012274903
RELIANCE.NS,2024-04-25,1965.5110297170224,1993.188382243855,3664688,35307637067,1969.349901027596,1978.3603688689861,1956.3795565616388
RELIANCE.NS,2024-04-26,2009.7835739154496,1965.5110297170224,2082708,85125681310,1947.8026633604254,2041.5888923874486,1938.420575947641
RELIANCE.NS,2024-04-27,1936.575423641481,2009.7835739154496,830787,47214268436,2030.8044419928744,2038.5797420288616,1935.191725931014
RELIANCE.NS,2024-04-28,1974.6705488997457,1936.575423641481,1502013,98170695254,1920.6909662790763,1983.1917516827325,1906.4382433589026
RELIANCE.NS,2024-04-29,1985.6835882964351,1974.6705488997457,3946516,7510031696,1962.6949250549335,2051.5486094875537,1933.9057998375229
RELIANCE.NS,2024-04-30,1974.128663344006,1985.6835882964351,811223,10704149121,1972.911100877426,2011.473573674014,1888.2719357375736
RELIANCE.NS,2024-05-01,2009.4095500653368,1974.128663344006,2580641,28132053876,1996.523287767484,2062.2226568581495,1930.7162347047822
RELIANCE.NS,2024-05-02,2002.2527185061012,2009.4095500653368,2001578,16480885460,2000.7659245790717,2007.0314865810392,1999.003579424862
RELIANCE.NS,2024-05-03,2021.2998190891265,2002.2527185061012,3776339,18994045455,2020.6098305163446,2023.876406457631,2015.890900693297
RELIANCE.NS,2024-05-04,2083.0108910315807,2021.2998190891265,4252373,15859294303,2058.8469564485,2161.3795205338524,1961.4794648698105
RELIANCE.NS,2024-05-05,2031.1432301855907,2083.0108910315807,4639316,36765748296,2044.6444507265005,2112.3674446646396,2023.4476866370721
RELIANCE.NS,2024-05-06,2036.8909947549582,2031.1432301855907,1905690,67172379240,2065.7658278877057,2137.063150632465,2022.9782341494285
RELIANCE.NS,2024-05-07,2054.293150222278,2036.8909947549582,3205061,64090573753,2050.622045131638,2067.765427680294,2011.6309209729352
RELIANCE.NS,2024-05-08,2037.3865913604063,2054.293150222278,798220,75095393996,2037.3227572987157,2119.037397936247,1965.7849024196194
RELIANCE.NS,2024-05-09,2092.654193803828,2037.3865913604063,3502444,12749367752,2055.67796971371,2100.3170204495314,2006.1229849067736
RELIANCE.NS,2024-05-10,2193.919530047169,2092.654193803828,2282810,10495715936,2115.101676068809,2195.0011731999216,2092.905746123359
RELIANCE.NS,2024-05-11,2141.5980288252467,2193.919530047169,3051477,72739595747,2188.274483409878,2278.2760545698834,2120.291580058881
RELIANCE.NS,2024-05-12,2114.1817065236787,2141.5980288252467,4267469,22030671736,2108.7815765006944,2141.713223783428,2097.7354191485806
RELIANCE.NS,2024-05-13,2136.44711018723,2114.1817065236787,920491,68641090787,2146.269967778345,2147.2345915702626,2045.1769416035497
RELIANCE.NS,2024-05-14,2144.4589423294874,2136.44711018723,125135,41855784074,2130.632897866792,2162.913242318575,2104.7047620933986
RELIANCE.NS,2024-05-15,2136.04046586131,2144.4589423294874,2472538,12481092369,2135.9290859821645,2142.3655632842006,2111.9625288075363
RELIANCE.NS,2024-05-16,2100.7719674163754,2136.04046586131,2207307,29096733147,2102.582541075515,2135.8507554632483,2077.1067074043026
RELIANCE.NS,2024-05-17,2090.8643690181743,2100.7719674163754,2905340,80370178860,2099.8265569696478,2106.574879807399,2029.55249097909
RELIANCE.NS,2024-05-18,2125.6607692340503,2090.8643690181743,3189183,53842989087,2107.968759371082,2159.061507551934,2074.425990162685
RELIANCE.NS,2024-05-19,2110.3647379063927,2125.6607692340503,3026356,27939281633,2095.1765109200437,2127.0447146467786,2021.1850002440922
RELIANCE.NS,2024-05-20,2063.699136391634,2110.3647379063927,1418301,25263588303,2080.949835383843,2135.042031138434,2012.501214484899
RELIANCE.NS,2024-05-21,2114.23123915206,2063.699136391634,257357,65314287418,2098.5314285667214,2114.442620313559,2030.4135951672051
RELIANCE.NS,2024-05-22,2019.4517794942885,2114.23123915206,4327211,83401018216,2112.712701992367,2130.8028410217757,2015.0157532647072
RELIANCE.NS,2024-05-23,1989.1904327846394,2019.4517794942885,1646079,33988118464,1990.3271974842105,2047.7930731875952,1972.8741591416801
RELIANCE.NS,2024-05-24,2015.9932190300258,1989.1904327846394,2575391,50514375408,2000.3951988943638,2066.947082442084,1966.8235230244932
RELIANCE.NS,2024-05-25,1927.4371916427813,2015.9932190300258,4381634,54437836322,1992.6323939644824,1998.8903335211874,1894.287128186873
RELIANCE.NS,2024-05-26,1910.532686281348,1927.4371916427813,790454,18156465152,1906.4910813388624,1913.0841573569185,1859.1383926070307
RELIANCE.NS,2024-05-27,1920.9559209287424,1910.532686281348,4052554,12260514705,1922.3140918112729,1944.972260361606,1920.48186604786
RELIANCE.NS,2024-05-28,1975.9827867767362,1920.9559209287424,2823113,96766729765,1903.147399268763,1982.5710745949118,1882.1661334470214
RELIANCE.NS,2024-05-29,2041.596661683001,1975.9827867767362,4955387,40843900101,2004.1473623786865,2071.4369922169935,1941.53857711653
RELIANCE.NS,2024-05-30,2076.7229878363046,2041.596661683001,3454904,5125453998,2064.7447298910593,2097.023646520888,2031.9254508493066
RELIANCE.NS,2024-05-31,2027.504154020452,2076.7229878363046,1854137,79499034128,2090.420197283036,2125.0423723890617,1998.8176518773066
RELIANCE.NS,2024-06-01,1939.356374005041,2027.504154020452,1524312,43395374744,2000.3212703201327,2008.7950776340028,1908.1330724351765
RELIANCE.NS,2024-06-02,1983.6384388225674,1939.356374005041,4987669,97954955091,1931.0288519788305,2000.0140181649313,1850.599879577236
RELIANCE.NS,2024-06-03,1944.602003823604,1983.6384388225674,2945840,24750900734,1950.7723487421038,1960.4056291047884,1915.7797760704948
RELIANCE.NS,2024-06-04,1978.8237425699626,1944.602003823604,4061619,23077680703,1936.167777263829,2006.5880322127166,1912.2409901998608
RELIANCE.NS,2024-06-05,2009.3033541320244,1978.8237425699626,2053594,45034747474,2014.5886523605475,2114.6715356920427,1924.448049116542
RELIANCE.NS,2024-06-06,1981.583947476704,2009.3033541320244,4248529,85611435113,1984.0088992860747,2077.3355628110176,1957.4854805655957
RELIANCE.NS,2024-06-07,1913.998449469693,1981.583947476704,1141636,98114452298,1943.976026760913,2035.7193473581383,1854.1580416003399
RELIANCE.NS,2024-06-08,1955.1016332510667,1913.998449469693,1713257,50821405368,1905.5124571282443,1958.30899249496,1893.3293179832026
RELIANCE.NS,2024-06-09,1968.0038131586973,1955.1016332510667,1748767,98750298824,1976.8147765633285,2034.474840269495,1961.2811243666924
RELIANCE.NS,2024-06-10,1986.9757422885975,1968.0038131586973,2529238,26903756080,1955.5556227912032,1997.832291430305,1901.3772498304731
RELIANCE.NS,2024-06-11,2078.1073864738078,1986.9757422885975,2014167,90665467646,2026.2826860561079,2126.549981863631,1963.6790446241864
RELIANCE.NS,2024-06-12,2047.0557881187847,2078.1073864738078,3293758,70164268738,2119.2953030030703,2194.075217945305,2019.1547218326766
RELIANCE.NS,2024-06-13,2036.124027396115,2047.0557881187847,867396,1379661053,2027.9048059024644,2098.507375351901,2012.0132528529784
RELIANCE.NS,2024-06-14,2016.5583749525213,2036.124027396115,1663196,74013925479,2034.23067455137,2036.3238369929813,1980.3269842149848
RELIANCE.NS,2024-06-15,1987.916939499628,2016.5583749525213,3140443,22674581858,2030.225225765743,2073.2981722626364,1968.840414191577
RELIANCE.NS,2024-06-16,1906.0142652018537,1987.916939499628,1381097,64518518494,1961.938338023348,1973.8109478717256,1865.125730055996
RELIANCE.NS,2024-06-17,1868.6853571783333,1906.0142652018537,1784368,28464998222,1929.867633617366,1952.7047308332174,1838.3161758526678
RELIANCE.NS,2024-06-18,1813.910039540125,1868.6853571783333,727193,38042345279,1844.4854256741376,1928.853945537461,1794.7941563832642
RELIANCE.NS,2024-06-19,1813.645276260758,1813.910039540125,4844477,38643884727,1824.4114142121286,1873.7391995589298,1746.3574266393362
RELIANCE.NS,2024-06-20,1817.287300466612,1813.645276260758,2029062,40032080040,1829.3176644579567,1858.5628949183547,1796.2532641237808
RELIANCE.NS,2024-06-21,1775.5986426663953,1817.287300466612,2226864,24575018587,1784.6672391489378,1804.2945471535365,1774.5890752462294
RELIANCE.NS,2024-06-22,1873.6513391724325,1775.5986426663953,718291,40322111074,1807.7338563571868,1884.1908232072215,1758.7264747418687
RELIANCE.NS,2024-06-23,1884.6503979102167,1873.6513391724325,1535473,60492070133,1850.4129145802262,1906.2027696195546,1835.483803143619
RELIANCE.NS,2024-06-24,1898.3260961590452,1884.6503979102167,281692,43524660431,1852.2374155499308,1907.0681418930155,1851.3423739221594
RELIANCE.NS,2024-06-25,1907.1107677925354,1898.3260961590452,2207560,41109492951,1870.5881093567218,1920.871672041402,1808.9515280139574
RELIANCE.NS,2024-06-26,1903.6767679697546,1907.1107677925354,858843,58511162158,1902.455792569965,1942.6810091643554,1838.8590643955638
RELIANCE.NS,2024-06-27,1896.7311622456527,1903.6767679697546,2820275,30500509707,1866.3113265922846,1897.5906508819144,1839.4950298553447
RELIANCE.NS,2024-06-28,1879.62354083657,1896.7311622456527,110866,72066176326,1897.2314934594256,1967.3206777954454,1811.8908182092391
RELIANCE.NS,2024-06-29,1863.5007635797297,1879.62354083657,657174,21437839045,1844.822299926135,1883.7556268131975,1774.0722893978088
RELIANCE.NS,2024-06-30,1905.536139171564,1863.5007635797297,2431976,22922309255,1880.0378343964367,1909.9861278960045,1856.3610754449267
RELIANCE.NS,2024-07-01,1909.9406246678109,1905.536139171564,456439,98765956992,1882.4512117787203,1956.5632306223424,1828.7229097505412
RELIANCE.NS,2024-07-02,1948.8807828817944,1909.9406246678109,4298256,21826591039,1945.615551228173,1970.3099361857383,1893.3725238095874
RELIANCE.NS,2024-07-03,1976.2600662657644,1948.8807828817944,2629572,26345020636,1970.2589335580535,2042.4850378246763,1876.1533547157535
RELIANCE.NS,2024-07-04,1916.0314141955405,1976.2600662657644,314579,94392317870,2003.1959273600949,2072.7640125845196,1912.5385108330713
RELIANCE.NS,2024-07-05,1922.635747604485,1916.0314141955405,1214516,98715310759,1952.858353298214,1956.5171631759931,1910.586016068111
RELIANCE.NS,2024-07-06,1921.4795304551826,1922.635747604485,1037897,64381865422,1953.1338320522352,1984.5081271624958,1880.7283439069565
RELIANCE.NS,2024-07-07,1913.4481864368606,1921.4795304551826,1283266,32810519157,1933.1059421149762,1963.935314178704,1892.1333164920434
RELIANCE.NS,2024-07-08,1888.645649354952,1913.4481864368606,3199151,53555748548,1892.048812566537,1981.8551682492046,1799.9472992937506
RELIANCE.NS,2024-07-09,1816.0495337685336,1888.645649354952,515277,34776163278,1854.6548202979939,1912.297812915618,1773.7949006951037
RELIANCE.NS,2024-07-10,1780.5304130417803,1816.0495337685336,1076545,34058111057,1785.4767205570042,1808.079021750187,1717.9959637308943
RELIANCE.NS,2024-07-11,1767.2442511621837,1780.5304130417803,3036656,79826667458,1751.1176268442798,1824.5142143406158,1688.2086709538396
RELIANCE.NS,2024-07-12,1765.966890183877,1767.2442511621837,4243619,35722984867,1764.1178260281665,1781.302978540544,1759.61490574794
RELIANCE.NS,2024-07-13,1783.1245036422083,1765.966890183877,3247325,34883936718,1799.0641271363284,1805.7763438849358,1772.3068127510664
RELIANCE.NS,2024-07-14,1797.4185606627873,1783.1245036422083,4614455,5830327202,1777.722012526041,1858.318407472393,1773.337017994416
RELIANCE.NS,2024-07-15,1840.6759936077167,1797.4185606627873,3329963,55893664788,1801.557146269248,1864.9929526435462,1739.5011449574833
RELIANCE.NS,2024-07-16,1900.4439608158875,1840.6759936077167,715618,20161439711,1843.8530737225117,1918.1266286714306,1828.3968857456803
RELIANCE.NS,2024-07-17,1883.5530947135421,1900.4439608158875,1942901,83151086643,1936.7419099471506,2013.326120464831,1844.1878156689468
RELIANCE.NS,2024-07-18,1830.890486195037,1883.5530947135421,133283,19470278270,1857.26782444687,1932.8525135391696,1827.8477810621728
RELIANCE.NS,2024-07-19,1823.9469197809067,1830.890486195037,4873316,64491929271,1820.18073063028,1882.5844652561361,1760.7522806261304
RELIANCE.NS,2024-07-20,1797.6170975776472,1823.9469197809067,4762673,7303351022,1788.2772387385394,1857.1395903262285,1737.9346123717667
RELIANCE.NS,2024-07-21,1748.1390641962762,1797.6170975776472,2896824,48232971876,1825.7774893006017,1844.8979732056778,1736.120470845347
RELIANCE.NS,2024-07-22,1723.5914118327496,1748.1390641962762,4301590,92581945502,1728.7246523242586,1733.6608721800737,1672.2724570985508
RELIANCE.NS,2024-07-23,1728.2009827918887,1723.5914118327496,2214162,44200168486,1694.2659816015557,1772.5100176003589,1669.472992059116
RELIANCE.NS,2024-07-24,1712.702092016258,1728.2009827918887,4744900,6444476990,1694.1200365302604,1713.3651142496637,1635.884684832513
RELIANCE.NS,2024-07-25,1731.3968924404815,1712.702092016258,1112661,55847442416,1707.2565541034205,1767.654412716537,1682.9304821104952
RELIANCE.NS,2024-07-26,1734.2941907655659,1731.3968924404815,4809302,38677186170,1716.1542703494858,1765.1797254640962,1687.0376700986767
RELIANCE.NS,2024-07-27,1732.4115417507248,1734.2941907655659,4423566,61843602956,1756.846636902119,1789.572454333959,1699.5972230807586
RELIANCE.NS,2024-07-28,1719.5082009353473,1732.4115417507248,3929169,71467632024,1720.0526701435197,1785.4339700824978,1712.3667088180175
RELIANCE.NS,2024-07-29,1778.2265041723185,1719.5082009353473,2915943,14873723366,1738.0850695880085,1791.2916801600368,1726.7866569516882
RELIANCE.NS,2024-07-30,1771.9833552681694,1778.2265041723185,796436,96019291808,1776.690754088556,1801.764779864467,1760.0554520599226
RELIANCE.NS,2024-07-31,1844.8414272152027,1771.9833552681694,2188152,95356871050,1790.3529615402122,1864.2379528946274,1742.2042114205224
RELIANCE.NS,2024-08-01,1834.4539025692102,1844.8414272152027,4298314,53035403599,1840.915118063692,1848.3243829623489,1787.4873563962692
RELIANCE.NS,2024-08-02,1811.3474069221854,1834.4539025692102,1369044,94297500792,1826.0848045351938,1832.3577682792763,1801.3892445347856
RELIANCE.NS,2024-08-03,1853.9512119383871,1811.3474069221854,1782727,51286658624,1803.9557732867554,1859.156423371229,1737.2728686895805
RELIANCE.NS,2024-08-04,1736.8028343117478,1853.9512119383871,4991564,38714568515,1821.2891357967999,1901.9074230484343,1736.46948180601
RELIANCE.NS,2024-08-05,1767.6325898937534,1736.8028343117478,867623,80469095216,1756.4034574402294,1787.5321573354945,1699.1919848904463
RELIANCE.NS,2024-08-06,1761.7480691656074,1767.6325898937534,4727667,41404587365,1752.079746917069,1768.1521956596082,1693.5071253451624
RELIANCE.NS,2024-08-07,1700.8819468015759,1761.7480691656074,276146,24167231559,1746.8663655836071,1832.9557868708198,1687.8510251103098
RELIANCE.NS,2024-08-08,1698.7071809840195,1700.8819468015759,1895472,86058960090,1716.7203719431266,1725.1647507175408,1690.8614525414573
RELIANCE.NS,2024-08-09,1691.8303988903365,1698.7071809840195,3193724,31106841576,1692.7572153122412,1693.3722004497263,1658.8242970544911
RELIANCE.NS,2024-08-10,1674.577291729585,1691.8303988903365,4188489,77643938162,1676.0708959674066,1698.1293375327232,1664.6320193026124
RELIANCE.NS,2024-08-11,1688.8690375115539,1674.577291729585,718304,88997431372,1658.7013287370778,1691.295839530866,1630.4163200108226
RELIANCE.NS,2024-08-12,1687.7621589834582,1688.8690375115539,2192259,6403509762,1698.739242770108,1747.4647030349706,1677.9965901824776
RELIANCE.NS,2024-08-13,1670.0504864821753,1687.7621589834582,4872915,16392420030,1685.3195897413098,1686.8792387431145,1612.6268373302744
RELIANCE.NS,2024-08-14,1720.3316393147702,1670.0504864821753,3107212,84413006084,1680.5449216002803,1726.174267631437,1673.6500223643038
RELIANCE.NS,2024-08-15,1690.6298220997287,1720.3316393147702,2269479,17296997927,1686.5638009589973,1753.6825490286406,1683.093331287265
RELIANCE.NS,2024-08-16,1702.8789934698068,1690.6298220997287,726007,79826932801,1693.2803521110943,1704.2309052072874,1665.8277122917157
RELIANCE.NS,2024-08-17,1662.696547882289,1702.8789934698068,3968762,1243770940,1701.6642078902248,1739.3794136496,1629.366385842229
RELIANCE.NS,2024-08-18,1738.6849047108713,1662.696547882289,4301076,98371530559,1675.055224320393,1740.7616037661837,1608.8362201931538
RELIANCE.NS,2024-08-19,1719.2426629408405,1738.6849047108713,1405465,57492465573,1712.8151393264995,1778.2472997182217,1657.409546860232
RELIANCE.NS,2024-08-20,1739.5113077045582,1719.2426629408405,3025136,3062393760,1747.2703913164828,1825.0435740120145,1709.989130689742
RELIANCE.NS,2024-08-21,1714.5813659001367,1739.5113077045582,447534,72286447644,1707.628486661995,1744.2817014864572,1677.941877903785
RELIANCE.NS,2024-08-22,1685.6881116410493,1714.5813659001367,2437464,79426995432,1686.8695662909697,1719.0424026848607,1676.7797505930273
RELIANCE.NS,2024-08-23,1713.073780651651,1685.6881116410493,1099833,2248500711,1688.7721076727262,1737.669663596408,1677.04565066455
RELIANCE.NS,2024-08-24,1733.3569087850685,1713.073780651651,2996125,31641382044,1746.5382150809387,1748.566097467348,1660.9625475327607
RELIANCE.NS,2024-08-25,1760.2652076103168,1733.3569087850685,901741,6328141618,1754.6398183827819,1777.6811027917695,1692.9887645940582
RELIANCE.NS,2024-08-26,1803.9280278457923,1760.2652076103168,4062820,98991045502,1787.068091715268,1824.1063140162203,1747.7747651165455
RELIANCE.NS,2024-08-27,1800.37737881683,1803.9280278457923,2309590,74522500852,1797.5820474179443,1838.2337820997914,1780.7053280535463
RELIANCE.NS,2024-08-28,1820.2042935700758,1800.37737881683,2947371,34350022712,1795.0063246711106,1853.6414291426643,1758.4542214862067
RELIANCE.NS,2024-08-29,1843.6283197304263,1820.2042935700758,1136874,25523673211,1796.7753552086272,1859.0449344736319,1761.5965496987508
RELIANCE.NS,2024-08-30,1808.2099003295514,1843.6283197304263,4994205,93051783070,1827.2417075093506,1829.9983380281303,1744.0637497055266
RELIANCE.NS,2024-08-31,1812.131054440271,1808.2099003295514,4212803,45636870192,1808.3499810974092,1843.0264117582547,1804.6692392255593
RELIANCE.NS,2024-09-01,1885.6011779463965,1812.131054440271,1267622,92293871517,1838.4099401675398,1907.50939166797,1775.746919247631
RELIANCE.NS,2024-09-02,1807.635298053918,1885.6011779463965,616586,39070005130,1850.762296492914,1865.2944325795875,1802.086447241097
RELIANCE.NS,2024-09-03,1829.3127169821757,1807.635298053918,3528130,97196110374,1791.1533422046205,1841.5781699645327,1758.2786909930364
RELIANCE.NS,2024-09-04,1877.5247214490694,1829.3127169821757,1966236,84974390975,1808.4389754248887,1877.6778769847824,1751.143176333831
RELIANCE.NS,2024-09-05,1854.859204872676,1877.5247214490694,4565445,45342715472,1844.0321180180704,1858.3039827349464,1832.0646630313556
RELIANCE.NS,2024-09-06,1918.9088340659575,1854.859204872676,4014527,42460299110,1884.6106254644153,1919.2819603545827,1875.3196568969724
RELIANCE.NS,2024-09-07,1953.90250463637,1918.9088340659575,3425593,53258078164,1930.6333159613516,2001.7550479709982,1839.1351682414534
RELIANCE.NS,2024-09-08,1998.352257829303,1953.90250463637,4865835,98094078662,1979.2788645823273,2025.065228408268,1898.0318182110577
RELIANCE.NS,2024-09-09,1954.3537340480502,1998.352257829303,1618224,19067310135,1986.1429545142255,2021.428155394536,1933.677789704762
RELIANCE.NS,2024-09-10,2006.332144034771,1954.3537340480502,3981079,22969168899,1959.796571429815,2018.1741408759653,1895.7749098571244
RELIANCE.NS,2024-09-11,2055.4483858766,2006.332144034771,2431262,47952194376,2002.1226289669319,2080.557689962409,1931.3832658285169
RELIANCE.NS,2024-09-12,2092.504093757011,2055.4483858766,2973184,72841209535,2036.4529119688664,2137.506035697617,1951.095193039763
RELIANCE.NS,2024-09-13,2051.1415408165417,2092.504093757011,2175615,4475288533,2112.5836523908097,2216.6183930350926,2033.5337080282427
RELIANCE.NS,2024-09-14,2106.7000050865504,2051.1415408165417,2660155,60681313234,2064.4732354250204,2156.7530841406183,2049.0178118898734
RELIANCE.NS,2024-09-15,2062.868777750712,2106.7000050865504,954111,3532171971,2099.275733832167,2161.9763982083246,2042.089539916888
RELIANCE.NS,2024-09-16,1990.494231828062,2062.868777750712,1865864,44773306628,2052.5031819855835,2149.6130614698027,1988.1453568791342
RELIANCE.NS,2024-09-17,1958.9192446084335,1990.494231828062,4456200,72463929774,1961.3764744793732,1998.239365804957,1873.6196042506504
RELIANCE.NS,2024-09-18,1926.8757856538184,1958.9192446084335,3759279,83942122130,1960.7331162412374,2009.6554299083157,1881.6403976189533
RELIANCE.NS,2024-09-19,1960.1455921097534,1926.8757856538184,264984,57677778751,1947.5655797658264,1971.963333560726,1947.2372577407461
